order_id,invoice_id,order_date,ship_date,region,country,state,city,sales_channel,customer_segment,customer_name,sales_rep,product,category,subcategory,quantity,unit_price,discount_pct,gross_revenue,net_revenue,shipping_cost,total_cost,profit,profit_margin_pct,payment_method,order_priority,fulfillment_status,returned,satisfaction_score
SO-2024-00288,INV-000288,2024-10-29,2024-10-30,South,United States,Florida,Miami,Inside Sales,SMB,Cobalt Technologies,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,10,301.87,0.03,3018.70,2928.14,68.83,1787.46,1140.67,38.96,Invoice,Low,Processing,no,4
SO-2024-00289,INV-000289,2024-11-23,2024-11-27,East,United States,Pennsylvania,Philadelphia,Online,SMB,BluePeak Logistics,Priya Nair,Pulse Headphones,Electronics,Accessories,21,173.49,0.00,3643.29,3643.29,88.71,2205.05,1438.24,39.48,Invoice,Low,Delivered,no,4
SO-2024-00290,INV-000290,2024-11-13,2024-11-17,East,United States,Virginia,Richmond,Marketplace,SMB,PrimeAxis Homes,Anika Shah,Nimbus Tablet,Electronics,Mobile Devices,2,627.12,0.10,1254.24,1128.82,56.65,883.59,245.22,21.72,PayPal,Low,Delivered,no,4
SO-2024-00291,INV-000291,2024-11-04,2024-11-06,North,United States,New York,New York,Inside Sales,Enterprise,Cobalt Partners,Anika Shah,Pulse Headphones,Electronics,Accessories,27,200.55,0.03,5414.85,5252.40,16.41,2876.63,2375.77,45.23,Invoice,Critical,Returned,yes,2
SO-2024-00292,INV-000292,2024-11-07,2024-11-11,North,United States,Massachusetts,Boston,Marketplace,Consumer,Northwind Supply,Daniel Brooks,Apex Drill,Industrial,Tools,21,334.99,0.00,7034.79,7034.79,28.51,4773.74,2261.05,32.14,PayPal,Critical,Delivered,no,5
SO-2024-00293,INV-000293,2024-11-10,2024-11-16,North,United States,New York,New York,Online,Consumer,BrightPath Industries,Marcus Lee,Pulse Headphones,Electronics,Accessories,13,183.78,0.03,2389.14,2317.47,31.60,1460.22,857.25,36.99,Wire Transfer,High,Delivered,no,4
SO-2024-00294,INV-000294,2024-11-13,2024-11-18,North,United States,Massachusetts,Boston,Inside Sales,Government,BrightPath Services,Priya Nair,Pulse Headphones,Electronics,Accessories,23,196.42,0.10,4517.66,4065.89,68.98,2438.63,1627.27,40.02,Wire Transfer,Medium,Processing,no,5
SO-2024-00295,INV-000295,2024-10-29,2024-11-01,South,United States,Florida,Miami,Inside Sales,Enterprise,Elevate Stores,Jordan Reed,Orbit Camera,Electronics,Security,24,232.87,0.08,5588.88,5141.77,87.49,3146.59,1995.18,38.80,Wire Transfer,High,Delivered,no,3
SO-2024-00296,INV-000296,2024-11-17,2024-11-21,East,United States,Pennsylvania,Philadelphia,Retail,Enterprise,BluePeak Stores,Elena Cruz,Aurora Laptop,Electronics,Computers,11,1242.98,0.12,13672.78,12032.05,86.21,9991.40,2040.65,16.96,ACH,Medium,Delivered,no,5
SO-2024-00297,INV-000297,2024-12-05,2024-12-06,South,United States,Florida,Miami,Distributor,Government,Greenline Industries,Priya Nair,Summit Desk,Furniture,Office,13,413.40,0.12,5374.20,4729.30,51.56,3964.33,764.97,16.18,Wire Transfer,Medium,Delivered,no,3
SO-2024-00298,INV-000298,2024-10-24,2024-10-27,West,United States,California,San Francisco,Inside Sales,Government,Elevate Homes,Marcus Lee,Aurora Laptop,Electronics,Computers,15,1171.39,0.10,17570.85,15813.77,94.02,13335.78,2477.99,15.67,PayPal,Critical,Processing,no,3
SO-2024-00299,INV-000299,2024-11-14,2024-11-18,West,United States,California,San Francisco,Distributor,Government,PrimeAxis Logistics,Anika Shah,Crest Air Purifier,Home Appliances,Air Quality,21,313.65,0.08,6586.65,6059.72,61.29,3649.05,2410.67,39.78,Wire Transfer,Critical,Delivered,no,5
SO-2024-00300,INV-000300,2024-11-28,2024-12-04,West,United States,California,San Francisco,Inside Sales,Enterprise,Greenline Industries,Priya Nair,Aurora Laptop,Electronics,Computers,3,1160.77,0.05,3482.31,3308.19,45.04,2556.34,751.86,22.73,PayPal,Critical,Processing,no,3
SO-2024-00301,INV-000301,2024-11-07,2024-11-12,North,United States,Massachusetts,Boston,Inside Sales,Consumer,Lighthouse Logistics,Priya Nair,Orbit Camera,Electronics,Security,24,223.83,0.05,5371.92,5103.32,46.33,3112.99,1990.34,39.00,Credit Card,Low,Delivered,no,3
SO-2024-00302,INV-000302,2024-11-02,2024-11-07,East,United States,Pennsylvania,Philadelphia,Inside Sales,SMB,Northwind Stores,Priya Nair,Vertex Monitor,Electronics,Displays,24,371.37,0.12,8912.88,7843.33,92.94,5946.39,1896.94,24.19,Wire Transfer,Medium,Processing,no,5
SO-2024-00303,INV-000303,2024-11-17,2024-11-20,West,United States,California,San Francisco,Inside Sales,Enterprise,Northwind Services,Noah Bennett,Aurora Laptop,Electronics,Computers,25,1348.73,0.05,33718.25,32032.34,35.97,20651.32,11381.01,35.53,PayPal,Critical,Delivered,no,5
SO-2024-00304,INV-000304,2024-11-14,2024-11-16,West,United States,Washington,Seattle,Marketplace,SMB,PrimeAxis Partners,Anika Shah,Aurora Laptop,Electronics,Computers,20,1313.28,0.05,26265.60,24952.32,46.04,16334.12,8618.20,34.54,Wire Transfer,Medium,Delivered,no,3
SO-2024-00305,INV-000305,2024-11-09,2024-11-10,North,United States,New York,New York,Retail,Consumer,Cobalt Stores,Priya Nair,Terra Blender,Home Appliances,Kitchen,23,132.91,0.08,3056.93,2812.38,36.77,1858.67,953.71,33.91,PayPal,High,Returned,yes,2
SO-2024-00306,INV-000306,2024-11-21,2024-11-24,East,United States,Virginia,Richmond,Inside Sales,Government,BluePeak Partners,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,14,709.53,0.12,9933.42,8741.41,47.47,6080.68,2660.73,30.44,Wire Transfer,Low,Delivered,no,3
SO-2024-00307,INV-000307,2024-12-02,2024-12-08,North,United States,Massachusetts,Boston,Marketplace,Consumer,BrightPath Foods,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,24,289.39,0.12,6945.36,6111.92,93.86,4079.67,2032.25,33.25,ACH,Critical,Delivered,no,5
SO-2024-00308,INV-000308,2024-11-14,2024-11-19,West,United States,Washington,Seattle,Distributor,Government,SilverOak Services,Anika Shah,Vertex Monitor,Electronics,Displays,9,403.34,0.00,3630.06,3630.06,12.13,2057.28,1572.78,43.33,Invoice,High,Delivered,no,5
SO-2024-00309,INV-000309,2024-12-14,2024-12-16,North,United States,New York,New York,Inside Sales,Government,BluePeak Technologies,Anika Shah,Summit Desk,Furniture,Office,24,437.53,0.12,10500.72,9240.63,17.63,7069.55,2171.08,23.49,Wire Transfer,Medium,Delivered,no,4
SO-2024-00310,INV-000310,2024-12-05,2024-12-06,West,United States,Washington,Seattle,Online,Consumer,Lighthouse Industries,Daniel Brooks,Terra Blender,Home Appliances,Kitchen,22,118.07,0.00,2597.54,2597.54,64.06,1801.21,796.33,30.66,ACH,Low,Delivered,no,3
SO-2024-00311,INV-000311,2024-11-28,2024-11-29,East,United States,Pennsylvania,Philadelphia,Distributor,SMB,Elevate Services,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,6,265.86,0.00,1595.16,1595.16,40.15,1047.19,547.97,34.35,Invoice,High,Delivered,no,5
SO-2024-00312,INV-000312,2024-12-03,2024-12-04,East,United States,Virginia,Richmond,Inside Sales,Enterprise,Greenline Logistics,Marcus Lee,Aurora Laptop,Electronics,Computers,17,1383.93,0.03,23526.81,22821.01,49.51,15387.48,7433.53,32.57,Credit Card,Critical,Delivered,no,5
SO-2024-00313,INV-000313,2024-12-10,2024-12-12,West,United States,Washington,Seattle,Retail,SMB,BluePeak Foods,Anika Shah,Aurora Laptop,Electronics,Computers,8,1209.57,0.05,9676.56,9192.73,72.79,6946.24,2246.49,24.44,PayPal,Critical,Delivered,no,5
SO-2024-00314,INV-000314,2024-11-09,2024-11-12,North,United States,Massachusetts,Boston,Online,Consumer,PrimeAxis Partners,Marcus Lee,Orbit Camera,Electronics,Security,3,231.84,0.08,695.52,639.88,84.37,462.37,177.51,27.74,Invoice,Medium,Delivered,no,3
SO-2024-00315,INV-000315,2024-12-14,2024-12-17,East,United States,Virginia,Richmond,Inside Sales,Consumer,SilverOak Foods,Elena Cruz,Harbor Chair,Furniture,Office,26,237.73,0.00,6180.98,6180.98,34.63,3546.92,2634.06,42.62,Wire Transfer,High,Delivered,no,5
SO-2024-00316,INV-000316,2024-11-15,2024-11-18,South,United States,Texas,Dallas,Online,Enterprise,BluePeak Industries,Sana Khan,Summit Desk,Furniture,Office,21,510.40,0.08,10718.40,9860.93,48.82,6092.72,3768.21,38.21,PayPal,Medium,Delivered,no,5
SO-2024-00317,INV-000317,2024-12-21,2024-12-24,West,United States,Washington,Seattle,Online,Government,Elevate Stores,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,11,269.63,0.00,2965.93,2965.93,71.17,1982.58,983.35,33.15,PayPal,High,Processing,no,5
SO-2024-00318,INV-000318,2024-11-27,2024-11-29,West,United States,Washington,Seattle,Distributor,Enterprise,Summit Homes,Jordan Reed,Vertex Monitor,Electronics,Displays,6,418.37,0.08,2510.22,2309.40,33.42,1454.54,854.87,37.02,PayPal,Low,Delivered,no,4
SO-2024-00319,INV-000319,2024-11-24,2024-11-27,West,United States,Washington,Seattle,Online,Consumer,Summit Foods,Noah Bennett,Vertex Monitor,Electronics,Displays,26,367.87,0.08,9564.62,8799.45,22.57,5988.92,2810.53,31.94,PayPal,Critical,Delivered,no,3
SO-2024-00320,INV-000320,2024-12-20,2024-12-22,South,United States,Florida,Miami,Marketplace,SMB,Elevate Technologies,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,17,273.36,0.03,4647.12,4507.71,29.28,2991.17,1516.53,33.64,Credit Card,Critical,Processing,no,3
SO-2024-00321,INV-000321,2024-12-06,2024-12-11,West,United States,Washington,Seattle,Online,Enterprise,Summit Homes,Marcus Lee,Crest Air Purifier,Home Appliances,Air Quality,5,305.15,0.00,1525.75,1525.75,37.57,879.83,645.92,42.33,Wire Transfer,Low,Processing,no,3
SO-2024-00322,INV-000322,2024-12-21,2024-12-24,West,United States,Washington,Seattle,Online,Enterprise,Cobalt Technologies,Sana Khan,Pulse Headphones,Electronics,Accessories,14,196.57,0.05,2751.98,2614.38,28.24,1515.90,1098.48,42.02,Wire Transfer,High,Delivered,no,3
SO-2024-00323,INV-000323,2024-11-18,2024-11-24,North,United States,New York,New York,Distributor,Consumer,Cobalt Services,Sana Khan,Terra Blender,Home Appliances,Kitchen,19,141.05,0.03,2679.95,2599.55,21.10,1418.47,1181.08,45.43,PayPal,Critical,Returned,yes,3
SO-2024-00324,INV-000324,2024-12-31,2025-01-02,South,United States,Florida,Miami,Retail,Enterprise,BrightPath Stores,Jordan Reed,Orbit Camera,Electronics,Security,17,200.64,0.08,3410.88,3138.01,43.92,2337.87,800.14,25.50,Credit Card,Medium,Delivered,no,5
SO-2024-00325,INV-000325,2024-11-28,2024-11-29,West,United States,California,San Francisco,Distributor,Government,Elevate Stores,Noah Bennett,Vertex Monitor,Electronics,Displays,6,396.81,0.05,2380.86,2261.82,83.39,1594.59,667.23,29.50,PayPal,High,Processing,no,3
SO-2024-00326,INV-000326,2024-12-29,2024-12-30,West,United States,California,San Francisco,Marketplace,Government,Northwind Retail,Daniel Brooks,Pulse Headphones,Electronics,Accessories,20,190.80,0.10,3816.00,3434.40,31.65,2112.87,1321.53,38.48,Credit Card,Critical,Delivered,no,5
SO-2024-00327,INV-000327,2024-12-25,2024-12-28,South,United States,Texas,Dallas,Inside Sales,Enterprise,PrimeAxis Services,Daniel Brooks,Nimbus Tablet,Electronics,Mobile Devices,16,658.35,0.08,10533.60,9690.91,85.86,6608.38,3082.53,31.81,ACH,Low,Delivered,no,4
SO-2024-00328,INV-000328,2024-12-29,2025-01-04,West,United States,Washington,Seattle,Online,Government,Elevate Partners,Priya Nair,Vertex Monitor,Electronics,Displays,12,375.01,0.12,4500.12,3960.11,36.45,2812.10,1148.01,28.99,ACH,Low,Delivered,no,5
SO-2024-00329,INV-000329,2024-12-12,2024-12-16,North,United States,New York,New York,Online,Enterprise,BrightPath Partners,Priya Nair,Harbor Chair,Furniture,Office,4,218.20,0.00,872.80,872.80,82.67,630.99,241.81,27.70,ACH,Medium,Delivered,no,5
SO-2024-00330,INV-000330,2024-12-06,2024-12-09,East,United States,Pennsylvania,Philadelphia,Marketplace,SMB,BluePeak Stores,Noah Bennett,Vertex Monitor,Electronics,Displays,27,402.57,0.05,10869.39,10325.92,27.01,6547.39,3778.53,36.59,PayPal,Critical,Returned,yes,2
SO-2024-00331,INV-000331,2024-12-09,2024-12-14,South,United States,Texas,Dallas,Distributor,Consumer,Lighthouse Industries,Noah Bennett,Vertex Monitor,Electronics,Displays,25,416.47,0.00,10411.75,10411.75,65.31,6264.19,4147.56,39.84,ACH,Medium,Delivered,no,4
SO-2024-00332,INV-000332,2024-12-13,2024-12-15,West,United States,Washington,Seattle,Online,Consumer,PrimeAxis Retail,Sana Khan,Apex Drill,Industrial,Tools,18,363.96,0.00,6551.28,6551.28,35.97,4026.43,2524.85,38.54,ACH,High,Delivered,no,4
SO-2024-00333,INV-000333,2024-12-04,2024-12-07,East,United States,Virginia,Richmond,Retail,Consumer,PrimeAxis Technologies,Anika Shah,Harbor Chair,Furniture,Office,22,246.62,0.05,5425.64,5154.36,76.17,3263.64,1890.72,36.68,Credit Card,Low,Delivered,no,3
SO-2024-00334,INV-000334,2025-01-01,2025-01-02,North,United States,Massachusetts,Boston,Online,SMB,Elevate Logistics,Jordan Reed,Apex Drill,Industrial,Tools,23,327.67,0.00,7536.41,7536.41,72.20,4855.00,2681.41,35.58,Credit Card,Low,Returned,yes,4
SO-2024-00335,INV-000335,2025-01-11,2025-01-17,West,United States,California,San Francisco,Inside Sales,Government,BluePeak Homes,Daniel Brooks,Pulse Headphones,Electronics,Accessories,20,205.79,0.00,4115.80,4115.80,86.37,2215.07,1900.73,46.18,Invoice,Medium,Processing,no,3
SO-2024-00336,INV-000336,2024-12-25,2024-12-29,North,United States,New York,New York,Distributor,SMB,SilverOak Services,Noah Bennett,Harbor Chair,Furniture,Office,12,272.21,0.03,3266.52,3168.52,91.32,1733.67,1434.85,45.28,Credit Card,Medium,Processing,no,5
SO-2024-00337,INV-000337,2025-01-10,2025-01-16,South,United States,Florida,Miami,Distributor,SMB,Lighthouse Retail,Anika Shah,Apex Drill,Industrial,Tools,5,367.58,0.10,1837.90,1654.11,33.50,1045.89,608.22,36.77,Credit Card,Critical,Delivered,no,4
SO-2024-00338,INV-000338,2024-12-28,2025-01-02,East,United States,Pennsylvania,Philadelphia,Online,Government,PrimeAxis Supply,Noah Bennett,Pulse Headphones,Electronics,Accessories,2,191.65,0.12,383.30,337.30,52.73,259.24,78.06,23.14,Credit Card,High,Delivered,no,4
SO-2024-00339,INV-000339,2024-12-07,2024-12-13,West,United States,California,San Francisco,Marketplace,Enterprise,SilverOak Stores,Sana Khan,Harbor Chair,Furniture,Office,22,215.95,0.08,4750.90,4370.83,82.83,3121.28,1249.55,28.59,Wire Transfer,High,Delivered,no,5
SO-2024-00340,INV-000340,2025-01-14,2025-01-20,North,United States,Massachusetts,Boston,Retail,Government,Northwind Services,Sana Khan,Apex Drill,Industrial,Tools,13,331.14,0.10,4304.82,3874.34,48.35,2731.22,1143.12,29.50,Credit Card,High,Returned,yes,3
SO-2024-00341,INV-000341,2024-12-07,2024-12-08,West,United States,Washington,Seattle,Marketplace,SMB,PrimeAxis Stores,Jordan Reed,Orbit Camera,Electronics,Security,12,195.91,0.12,2350.92,2068.81,71.84,1596.94,471.87,22.81,Credit Card,Medium,Processing,no,4
SO-2024-00342,INV-000342,2025-01-15,2025-01-16,West,United States,Washington,Seattle,Retail,Enterprise,Lighthouse Services,Jordan Reed,Aurora Laptop,Electronics,Computers,9,1326.86,0.00,11941.74,11941.74,13.19,7844.74,4097.00,34.31,Credit Card,Critical,Delivered,no,5
SO-2024-00343,INV-000343,2024-12-12,2024-12-14,South,United States,Florida,Miami,Online,SMB,Summit Supply,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,15,269.99,0.12,4049.85,3563.87,93.52,2702.25,861.62,24.18,Credit Card,Low,Delivered,no,4
SO-2024-00344,INV-000344,2024-12-19,2024-12-25,West,United States,California,San Francisco,Distributor,Enterprise,Greenline Retail,Anika Shah,Pulse Headphones,Electronics,Accessories,13,193.51,0.05,2515.63,2389.85,32.22,1397.79,992.06,41.51,Credit Card,Medium,Processing,no,3
SO-2024-00345,INV-000345,2025-01-05,2025-01-11,East,United States,Virginia,Richmond,Retail,Enterprise,Cobalt Supply,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,27,302.99,0.05,8180.73,7771.69,69.47,4509.66,3262.03,41.97,PayPal,Low,Processing,no,5
SO-2024-00346,INV-000346,2025-01-06,2025-01-07,East,United States,Pennsylvania,Philadelphia,Inside Sales,Enterprise,Lighthouse Supply,Marcus Lee,Harbor Chair,Furniture,Office,19,224.96,0.00,4274.24,4274.24,93.89,2918.35,1355.89,31.72,Credit Card,Medium,Delivered,no,5
SO-2024-00347,INV-000347,2024-12-23,2024-12-25,West,United States,Washington,Seattle,Online,Enterprise,Elevate Homes,Anika Shah,Vertex Monitor,Electronics,Displays,23,424.44,0.00,9762.12,9762.12,65.52,5462.08,4300.04,44.05,ACH,Medium,Delivered,no,3
SO-2024-00348,INV-000348,2025-01-14,2025-01-15,West,United States,Washington,Seattle,Inside Sales,SMB,SilverOak Logistics,Jordan Reed,Aurora Laptop,Electronics,Computers,4,1389.79,0.10,5559.16,5003.24,48.92,3508.28,1494.96,29.88,Wire Transfer,Critical,Delivered,no,3
SO-2024-00349,INV-000349,2024-12-18,2024-12-22,South,United States,Florida,Miami,Distributor,SMB,Summit Stores,Daniel Brooks,Apex Drill,Industrial,Tools,20,330.96,0.05,6619.20,6288.24,24.03,4523.69,1764.55,28.06,Invoice,Medium,Processing,no,4
SO-2024-00350,INV-000350,2025-01-28,2025-02-02,North,United States,New York,New York,Marketplace,SMB,SilverOak Partners,Priya Nair,Pulse Headphones,Electronics,Accessories,3,180.11,0.00,540.33,540.33,82.69,393.29,147.04,27.21,ACH,Medium,Delivered,no,3
SO-2024-00351,INV-000351,2024-12-29,2025-01-03,West,United States,Washington,Seattle,Marketplace,SMB,Summit Industries,Priya Nair,Apex Drill,Industrial,Tools,17,361.12,0.03,6139.04,5954.87,13.20,3623.80,2331.07,39.15,ACH,Low,Delivered,no,4
SO-2024-00352,INV-000352,2025-01-16,2025-01-22,North,United States,New York,New York,Retail,Enterprise,Lighthouse Homes,Anika Shah,Aurora Laptop,Electronics,Computers,26,1262.86,0.05,32834.36,31192.64,56.08,22278.55,8914.09,28.58,PayPal,Medium,Delivered,no,3
SO-2024-00353,INV-000353,2025-01-02,2025-01-08,East,United States,Virginia,Richmond,Retail,Government,Lighthouse Homes,Priya Nair,Terra Blender,Home Appliances,Kitchen,4,114.05,0.10,456.20,410.58,37.30,346.44,64.14,15.62,Invoice,Critical,Delivered,no,5
SO-2024-00354,INV-000354,2025-01-12,2025-01-18,North,United States,Massachusetts,Boston,Inside Sales,Enterprise,BluePeak Services,Daniel Brooks,Aurora Laptop,Electronics,Computers,12,1271.53,0.03,15258.36,14800.61,47.35,10050.49,4750.12,32.09,Credit Card,Low,Delivered,no,4
SO-2024-00355,INV-000355,2025-01-28,2025-01-29,West,United States,Washington,Seattle,Retail,Enterprise,Greenline Technologies,Noah Bennett,Terra Blender,Home Appliances,Kitchen,13,125.81,0.10,1635.53,1471.98,58.38,989.64,482.34,32.77,ACH,Medium,Delivered,no,5
SO-2024-00356,INV-000356,2025-01-12,2025-01-15,East,United States,Pennsylvania,Philadelphia,Marketplace,Consumer,Lighthouse Foods,Noah Bennett,Summit Desk,Furniture,Office,18,485.10,0.03,8731.80,8469.85,16.52,5351.68,3118.17,36.81,ACH,High,Delivered,no,5
SO-2024-00357,INV-000357,2025-01-20,2025-01-21,South,United States,Florida,Miami,Distributor,SMB,BluePeak Stores,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,4,637.04,0.00,2548.16,2548.16,35.93,1841.59,706.57,27.73,ACH,Low,Delivered,no,4
SO-2024-00358,INV-000358,2025-01-22,2025-01-25,South,United States,Texas,Dallas,Inside Sales,Government,SilverOak Foods,Daniel Brooks,Apex Drill,Industrial,Tools,15,327.49,0.10,4912.35,4421.12,13.78,3109.24,1311.87,29.67,Invoice,Critical,Returned,yes,4
SO-2024-00359,INV-000359,2025-01-22,2025-01-25,West,United States,Washington,Seattle,Retail,Consumer,BrightPath Retail,Elena Cruz,Orbit Camera,Electronics,Security,20,200.23,0.12,4004.60,3524.05,37.44,2695.31,828.73,23.52,PayPal,Medium,Delivered,no,5
SO-2024-00360,INV-000360,2025-01-05,2025-01-07,East,United States,Virginia,Richmond,Distributor,Consumer,Elevate Stores,Daniel Brooks,Pulse Headphones,Electronics,Accessories,28,201.12,0.10,5631.36,5068.22,77.94,2874.97,2193.26,43.27,Wire Transfer,Medium,Delivered,no,5
SO-2024-00361,INV-000361,2025-01-17,2025-01-19,East,United States,Pennsylvania,Philadelphia,Distributor,Consumer,Lighthouse Stores,Priya Nair,Aurora Laptop,Electronics,Computers,13,1244.74,0.00,16181.62,16181.62,56.29,10698.69,5482.93,33.88,Credit Card,High,Returned,yes,4
SO-2024-00362,INV-000362,2025-01-14,2025-01-19,West,United States,Washington,Seattle,Retail,Enterprise,Lighthouse Retail,Elena Cruz,Harbor Chair,Furniture,Office,23,219.46,0.08,5047.58,4643.77,72.47,3470.79,1172.98,25.26,Credit Card,Critical,Delivered,no,5
SO-2024-00363,INV-000363,2025-01-19,2025-01-20,West,United States,Washington,Seattle,Online,Government,SilverOak Retail,Jordan Reed,Summit Desk,Furniture,Office,12,410.49,0.10,4925.88,4433.29,28.20,3650.23,783.06,17.66,ACH,Critical,Delivered,no,3
SO-2024-00364,INV-000364,2025-02-05,2025-02-10,East,United States,Pennsylvania,Philadelphia,Online,Consumer,Cobalt Technologies,Daniel Brooks,Vertex Monitor,Electronics,Displays,18,426.48,0.10,7676.64,6908.98,41.97,4195.47,2713.51,39.28,Invoice,High,Delivered,no,4
SO-2024-00365,INV-000365,2025-01-12,2025-01-18,North,United States,Massachusetts,Boston,Marketplace,Enterprise,Cobalt Stores,Priya Nair,Orbit Camera,Electronics,Security,16,234.94,0.05,3759.04,3571.09,78.71,2083.90,1487.19,41.65,Wire Transfer,High,Processing,no,4
SO-2025-00366,INV-000366,2025-01-04,2025-01-09,East,United States,Pennsylvania,Philadelphia,Retail,SMB,Elevate Stores,Sana Khan,Orbit Camera,Electronics,Security,26,214.12,0.00,5567.12,5567.12,45.99,3550.42,2016.70,36.23,Invoice,Critical,Processing,no,3
SO-2025-00367,INV-000367,2025-02-01,2025-02-06,East,United States,Virginia,Richmond,Distributor,SMB,BluePeak Partners,Noah Bennett,Harbor Chair,Furniture,Office,25,239.12,0.00,5978.00,5978.00,77.67,3453.44,2524.56,42.23,Wire Transfer,Low,Processing,no,3
SO-2025-00368,INV-000368,2025-01-06,2025-01-11,West,United States,Washington,Seattle,Marketplace,Enterprise,BluePeak Technologies,Elena Cruz,Harbor Chair,Furniture,Office,25,232.80,0.05,5820.00,5529.00,58.94,3730.44,1798.56,32.53,Wire Transfer,Low,Processing,no,3
SO-2025-00369,INV-000369,2025-02-16,2025-02-18,West,United States,Washington,Seattle,Marketplace,Enterprise,BrightPath Partners,Marcus Lee,Terra Blender,Home Appliances,Kitchen,13,119.00,0.03,1547.00,1500.59,41.98,1038.95,461.64,30.76,Wire Transfer,Low,Delivered,no,5
SO-2025-00370,INV-000370,2025-01-24,2025-01-30,East,United States,Pennsylvania,Philadelphia,Retail,Consumer,Greenline Retail,Daniel Brooks,Pulse Headphones,Electronics,Accessories,27,181.11,0.10,4889.97,4400.97,69.93,2833.58,1567.40,35.61,PayPal,Critical,Delivered,no,4
SO-2025-00371,INV-000371,2025-01-18,2025-01-20,North,United States,Massachusetts,Boston,Online,Enterprise,Cobalt Homes,Priya Nair,Pulse Headphones,Electronics,Accessories,18,177.19,0.00,3189.42,3189.42,77.99,1963.63,1225.79,38.43,Credit Card,Critical,Delivered,no,4
SO-2025-00372,INV-000372,2025-01-14,2025-01-18,East,United States,Pennsylvania,Philadelphia,Retail,SMB,SilverOak Stores,Elena Cruz,Harbor Chair,Furniture,Office,21,242.83,0.03,5099.43,4946.45,26.29,2914.33,2032.12,41.08,Wire Transfer,Medium,Delivered,no,3
SO-2025-00373,INV-000373,2025-02-20,2025-02-21,West,United States,California,San Francisco,Inside Sales,Enterprise,Lighthouse Logistics,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,4,574.29,0.05,2297.16,2182.30,74.86,1696.23,486.07,22.27,Invoice,Low,Delivered,no,3
SO-2025-00374,INV-000374,2025-02-14,2025-02-16,South,United States,Florida,Miami,Marketplace,SMB,Summit Stores,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,7,684.28,0.00,4789.96,4789.96,19.53,3140.35,1649.61,34.44,Credit Card,Low,Delivered,no,5
SO-2025-00375,INV-000375,2025-01-27,2025-01-29,South,United States,Florida,Miami,Retail,Government,Summit Services,Jordan Reed,Summit Desk,Furniture,Office,26,468.02,0.10,12168.52,10951.67,20.19,7580.37,3371.30,30.78,Wire Transfer,High,Processing,no,4
SO-2025-00376,INV-000376,2025-02-11,2025-02-13,South,United States,Florida,Miami,Online,Enterprise,BrightPath Foods,Daniel Brooks,Apex Drill,Industrial,Tools,15,299.17,0.03,4487.55,4352.92,22.26,3087.96,1264.96,29.06,PayPal,Low,Delivered,no,4
SO-2025-00377,INV-000377,2025-02-18,2025-02-24,West,United States,Washington,Seattle,Distributor,Consumer,SilverOak Logistics,Priya Nair,Harbor Chair,Furniture,Office,11,253.01,0.12,2783.11,2449.14,48.85,1607.03,842.11,34.38,Credit Card,Critical,Processing,no,5
SO-2025-00378,INV-000378,2025-02-09,2025-02-14,West,United States,California,San Francisco,Inside Sales,SMB,Greenline Logistics,Daniel Brooks,Nimbus Tablet,Electronics,Mobile Devices,23,685.28,0.00,15761.44,15761.44,23.90,9761.90,5999.54,38.06,Wire Transfer,Critical,Delivered,no,3
SO-2025-00379,INV-000379,2025-02-13,2025-02-16,West,United States,California,San Francisco,Marketplace,Government,Summit Homes,Noah Bennett,Summit Desk,Furniture,Office,26,489.07,0.08,12715.82,11698.55,61.27,8120.57,3577.98,30.58,ACH,High,Processing,no,3
SO-2025-00380,INV-000380,2025-01-21,2025-01-24,North,United States,Massachusetts,Boston,Retail,Government,Lighthouse Retail,Daniel Brooks,Vertex Monitor,Electronics,Displays,17,382.52,0.10,6502.84,5852.56,90.22,3956.05,1896.51,32.40,Wire Transfer,High,Delivered,no,5
SO-2025-00381,INV-000381,2025-01-19,2025-01-25,North,United States,Massachusetts,Boston,Marketplace,Consumer,PrimeAxis Partners,Anika Shah,Crest Air Purifier,Home Appliances,Air Quality,26,283.24,0.05,7364.24,6996.03,77.80,4351.33,2644.69,37.80,Credit Card,Critical,Processing,no,3
SO-2025-00382,INV-000382,2025-02-05,2025-02-09,West,United States,Washington,Seattle,Retail,Consumer,Lighthouse Industries,Sana Khan,Apex Drill,Industrial,Tools,16,328.84,0.00,5261.44,5261.44,26.68,3518.15,1743.29,33.13,PayPal,Low,Delivered,no,5
SO-2025-00383,INV-000383,2025-02-16,2025-02-21,West,United States,Washington,Seattle,Online,Enterprise,BrightPath Technologies,Anika Shah,Vertex Monitor,Electronics,Displays,7,383.45,0.05,2684.15,2549.94,33.86,1736.95,812.99,31.88,Wire Transfer,High,Delivered,no,4
